receptor,ligand,seed,mode_rank,score_kcal_per_mol,pose_path
receptor_crystal,ZINC000583127796,5,5,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000583127796__seed5.pdbqt
receptor_crystal,ZINC000583127796,5,6,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000583127796__seed5.pdbqt
receptor_crystal,ZINC000583127796,5,7,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000583127796__seed5.pdbqt
receptor_crystal,ZINC000583127796,5,8,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000583127796__seed5.pdbqt
receptor_crystal,ZINC000583127796,5,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000583127796__seed5.pdbqt
receptor_crystal,ZINC000826139982,1,1,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed1.pdbqt
receptor_crystal,ZINC000826139982,1,2,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed1.pdbqt
receptor_crystal,ZINC000826139982,1,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed1.pdbqt
receptor_crystal,ZINC000826139982,1,4,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed1.pdbqt
receptor_crystal,ZINC000826139982,1,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed1.pdbqt
receptor_crystal,ZINC000826139982,1,6,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed1.pdbqt
receptor_crystal,ZINC000826139982,1,7,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed1.pdbqt
receptor_crystal,ZINC000826139982,1,8,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed1.pdbqt
receptor_crystal,ZINC000826139982,1,9,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed1.pdbqt
receptor_crystal,ZINC000826139982,2,1,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed2.pdbqt
receptor_crystal,ZINC000826139982,2,2,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed2.pdbqt
receptor_crystal,ZINC000826139982,2,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed2.pdbqt
receptor_crystal,ZINC000826139982,2,4,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed2.pdbqt
receptor_crystal,ZINC000826139982,2,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed2.pdbqt
receptor_crystal,ZINC000826139982,2,6,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed2.pdbqt
receptor_crystal,ZINC000826139982,2,7,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed2.pdbqt
receptor_crystal,ZINC000826139982,2,8,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed2.pdbqt
receptor_crystal,ZINC000826139982,2,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed2.pdbqt
receptor_crystal,ZINC000826139982,3,1,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed3.pdbqt
receptor_crystal,ZINC000826139982,3,2,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed3.pdbqt
receptor_crystal,ZINC000826139982,3,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed3.pdbqt
receptor_crystal,ZINC000826139982,3,4,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed3.pdbqt
receptor_crystal,ZINC000826139982,3,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed3.pdbqt
receptor_crystal,ZINC000826139982,3,6,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed3.pdbqt
receptor_crystal,ZINC000826139982,3,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed3.pdbqt
receptor_crystal,ZINC000826139982,3,8,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed3.pdbqt
receptor_crystal,ZINC000826139982,3,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed3.pdbqt
receptor_crystal,ZINC000826139982,4,1,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed4.pdbqt
receptor_crystal,ZINC000826139982,4,2,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed4.pdbqt
receptor_crystal,ZINC000826139982,4,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed4.pdbqt
receptor_crystal,ZINC000826139982,4,4,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed4.pdbqt
receptor_crystal,ZINC000826139982,4,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed4.pdbqt
receptor_crystal,ZINC000826139982,4,6,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed4.pdbqt
receptor_crystal,ZINC000826139982,4,7,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed4.pdbqt
receptor_crystal,ZINC000826139982,4,8,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed4.pdbqt
receptor_crystal,ZINC000826139982,4,9,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed4.pdbqt
receptor_crystal,ZINC000826139982,5,1,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed5.pdbqt
receptor_crystal,ZINC000826139982,5,2,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed5.pdbqt
receptor_crystal,ZINC000826139982,5,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed5.pdbqt
receptor_crystal,ZINC000826139982,5,4,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed5.pdbqt
receptor_crystal,ZINC000826139982,5,5,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed5.pdbqt
receptor_crystal,ZINC000826139982,5,6,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed5.pdbqt
receptor_crystal,ZINC000826139982,5,7,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed5.pdbqt
receptor_crystal,ZINC000826139982,5,8,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed5.pdbqt
receptor_crystal,ZINC000826139982,5,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000826139982__seed5.pdbqt
receptor_crystal,ZINC000870248439,1,1,-7.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed1.pdbqt
receptor_crystal,ZINC000870248439,1,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed1.pdbqt
receptor_crystal,ZINC000870248439,1,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed1.pdbqt
receptor_crystal,ZINC000870248439,1,4,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed1.pdbqt
receptor_crystal,ZINC000870248439,1,5,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed1.pdbqt
receptor_crystal,ZINC000870248439,1,6,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed1.pdbqt
receptor_crystal,ZINC000870248439,1,7,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed1.pdbqt
receptor_crystal,ZINC000870248439,1,8,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed1.pdbqt
receptor_crystal,ZINC000870248439,1,9,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed1.pdbqt
receptor_crystal,ZINC000870248439,2,1,-7.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed2.pdbqt
receptor_crystal,ZINC000870248439,2,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed2.pdbqt
receptor_crystal,ZINC000870248439,2,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed2.pdbqt
receptor_crystal,ZINC000870248439,2,4,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed2.pdbqt
receptor_crystal,ZINC000870248439,2,5,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed2.pdbqt
receptor_crystal,ZINC000870248439,2,6,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed2.pdbqt
receptor_crystal,ZINC000870248439,2,7,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed2.pdbqt
receptor_crystal,ZINC000870248439,2,8,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed2.pdbqt
receptor_crystal,ZINC000870248439,2,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed2.pdbqt
receptor_crystal,ZINC000870248439,3,1,-7.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed3.pdbqt
receptor_crystal,ZINC000870248439,3,2,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed3.pdbqt
receptor_crystal,ZINC000870248439,3,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed3.pdbqt
receptor_crystal,ZINC000870248439,3,4,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed3.pdbqt
receptor_crystal,ZINC000870248439,3,5,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed3.pdbqt
receptor_crystal,ZINC000870248439,3,6,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed3.pdbqt
receptor_crystal,ZINC000870248439,3,7,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed3.pdbqt
receptor_crystal,ZINC000870248439,3,8,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed3.pdbqt
receptor_crystal,ZINC000870248439,3,9,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed3.pdbqt
receptor_crystal,ZINC000870248439,4,1,-7.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed4.pdbqt
receptor_crystal,ZINC000870248439,4,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed4.pdbqt
receptor_crystal,ZINC000870248439,4,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed4.pdbqt
receptor_crystal,ZINC000870248439,4,4,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed4.pdbqt
receptor_crystal,ZINC000870248439,4,5,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed4.pdbqt
receptor_crystal,ZINC000870248439,4,6,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed4.pdbqt
receptor_crystal,ZINC000870248439,4,7,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed4.pdbqt
receptor_crystal,ZINC000870248439,4,8,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed4.pdbqt
receptor_crystal,ZINC000870248439,4,9,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed4.pdbqt
receptor_crystal,ZINC000870248439,5,1,-7.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed5.pdbqt
receptor_crystal,ZINC000870248439,5,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed5.pdbqt
receptor_crystal,ZINC000870248439,5,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed5.pdbqt
receptor_crystal,ZINC000870248439,5,4,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed5.pdbqt
receptor_crystal,ZINC000870248439,5,5,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed5.pdbqt
receptor_crystal,ZINC000870248439,5,6,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed5.pdbqt
receptor_crystal,ZINC000870248439,5,7,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed5.pdbqt
receptor_crystal,ZINC000870248439,5,8,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed5.pdbqt
receptor_crystal,ZINC000870248439,5,9,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC000870248439__seed5.pdbqt
receptor_crystal,ZINC001228612316,1,1,-7.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed1.pdbqt
receptor_crystal,ZINC001228612316,1,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed1.pdbqt
receptor_crystal,ZINC001228612316,1,3,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed1.pdbqt
receptor_crystal,ZINC001228612316,1,4,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed1.pdbqt
receptor_crystal,ZINC001228612316,1,5,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed1.pdbqt
receptor_crystal,ZINC001228612316,1,6,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed1.pdbqt
receptor_crystal,ZINC001228612316,1,7,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed1.pdbqt
receptor_crystal,ZINC001228612316,1,8,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed1.pdbqt
receptor_crystal,ZINC001228612316,1,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed1.pdbqt
receptor_crystal,ZINC001228612316,2,1,-7.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed2.pdbqt
receptor_crystal,ZINC001228612316,2,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed2.pdbqt
receptor_crystal,ZINC001228612316,2,3,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed2.pdbqt
receptor_crystal,ZINC001228612316,2,4,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed2.pdbqt
receptor_crystal,ZINC001228612316,2,5,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed2.pdbqt
receptor_crystal,ZINC001228612316,2,6,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed2.pdbqt
receptor_crystal,ZINC001228612316,2,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed2.pdbqt
receptor_crystal,ZINC001228612316,2,8,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed2.pdbqt
receptor_crystal,ZINC001228612316,2,9,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed2.pdbqt
receptor_crystal,ZINC001228612316,3,1,-7.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed3.pdbqt
receptor_crystal,ZINC001228612316,3,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed3.pdbqt
receptor_crystal,ZINC001228612316,3,3,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed3.pdbqt
receptor_crystal,ZINC001228612316,3,4,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed3.pdbqt
receptor_crystal,ZINC001228612316,3,5,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed3.pdbqt
receptor_crystal,ZINC001228612316,3,6,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed3.pdbqt
receptor_crystal,ZINC001228612316,3,7,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed3.pdbqt
receptor_crystal,ZINC001228612316,3,8,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed3.pdbqt
receptor_crystal,ZINC001228612316,3,9,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed3.pdbqt
receptor_crystal,ZINC001228612316,4,1,-7.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed4.pdbqt
receptor_crystal,ZINC001228612316,4,2,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed4.pdbqt
receptor_crystal,ZINC001228612316,4,3,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed4.pdbqt
receptor_crystal,ZINC001228612316,4,4,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed4.pdbqt
receptor_crystal,ZINC001228612316,4,5,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed4.pdbqt
receptor_crystal,ZINC001228612316,4,6,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed4.pdbqt
receptor_crystal,ZINC001228612316,4,7,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed4.pdbqt
receptor_crystal,ZINC001228612316,4,8,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed4.pdbqt
receptor_crystal,ZINC001228612316,4,9,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed4.pdbqt
receptor_crystal,ZINC001228612316,5,1,-7.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed5.pdbqt
receptor_crystal,ZINC001228612316,5,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed5.pdbqt
receptor_crystal,ZINC001228612316,5,3,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed5.pdbqt
receptor_crystal,ZINC001228612316,5,4,-7.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed5.pdbqt
receptor_crystal,ZINC001228612316,5,5,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed5.pdbqt
receptor_crystal,ZINC001228612316,5,6,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed5.pdbqt
receptor_crystal,ZINC001228612316,5,7,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed5.pdbqt
receptor_crystal,ZINC001228612316,5,8,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed5.pdbqt
receptor_crystal,ZINC001228612316,5,9,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_crystal__ZINC001228612316__seed5.pdbqt
receptor_frame00211,ZINC000329563636,1,1,-7.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed1.pdbqt
receptor_frame00211,ZINC000329563636,1,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed1.pdbqt
receptor_frame00211,ZINC000329563636,1,3,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed1.pdbqt
receptor_frame00211,ZINC000329563636,1,4,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed1.pdbqt
receptor_frame00211,ZINC000329563636,1,5,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed1.pdbqt
receptor_frame00211,ZINC000329563636,1,6,-6.7,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed1.pdbqt
receptor_frame00211,ZINC000329563636,1,7,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed1.pdbqt
receptor_frame00211,ZINC000329563636,1,8,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed1.pdbqt
receptor_frame00211,ZINC000329563636,1,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed1.pdbqt
receptor_frame00211,ZINC000329563636,2,1,-7.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed2.pdbqt
receptor_frame00211,ZINC000329563636,2,2,-7.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed2.pdbqt
receptor_frame00211,ZINC000329563636,2,3,-7.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed2.pdbqt
receptor_frame00211,ZINC000329563636,2,4,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame00211__ZINC000329563636__seed2.pdbqt
